var_id,level,ref_id
28047,1,28016
28048,1,28016
28049,1,28016
28050,1,28016
28051,1,28016
28052,1,28016
28053,1,28016
28054,1,28016
28055,1,28016
28056,1,28016
28057,1,28016
28058,1,28016
28059,1,28016
28060,1,28016
28061,1,28016
28062,1,28016
28063,1,28016
28064,1,28016
28065,1,28016
28066,1,28016
28067,1,28016
28068,1,28016
28069,1,28016
28070,1,28016
28071,1,28016
28072,1,28016
28073,1,28016
28074,1,28016
28075,1,28016
28076,1,28016
28077,1,28016
28078,1,28016
28079,1,28016
28080,1,28016
28081,1,28016
28082,1,28016
28083,1,28016
28084,1,28016
28085,1,28016
28086,1,28016
28087,1,28016
28088,1,28016
28089,1,28016
28090,1,28016
28091,1,28016
28024,2,28023
28025,2,28023
28026,2,28023
28027,2,28023
28028,2,28023
28029,2,28023
28030,2,28023
28031,2,28023
28032,2,28023
28033,2,28023
28034,2,28023
28035,2,28023
28036,2,28023
28037,2,28023
28025,3,28024
28026,3,28024
28027,3,28024
28028,3,28024
28029,3,28024
28030,3,28024
28031,3,28024
28032,3,28024
28033,3,28024
28034,3,28024
28036,3,28035
28037,3,28035
28039,2,28038
28040,2,28038
28041,2,28038
28042,2,28038
28043,2,28038
28044,2,28038
28045,2,28038
28046,2,28038
28047,2,28038
28048,2,28038
28049,2,28038
28041,3,28040
28042,3,28040
28043,3,28040
28045,3,28044
28046,3,28044
28047,3,28044
28048,3,28044
28049,3,28044
28051,2,28050
28052,2,28050
28053,2,28050
28054,2,28050
28055,2,28050
28056,2,28050
28057,2,28050
28058,2,28050
28059,2,28050
28060,2,28050
28061,2,28050
28062,2,28050
28063,2,28050
28064,2,28050
28065,2,28050
28066,2,28050
28067,2,28050
28068,2,28050
28069,2,28050
28070,2,28050
28071,2,28050
28072,2,28050
28073,2,28050
28074,2,28050
28052,3,28051
28053,3,28051
28054,3,28051
28055,3,28051
28057,3,28056
28058,3,28056
28059,3,28056
28060,3,28056
28062,3,28061
28063,3,28061
28064,3,28061
28065,3,28061
28066,3,28061
28067,3,28061
28069,3,28068
28070,3,28068
28071,3,28068
28072,3,28068
28073,3,28068
28074,3,28068
28076,2,28075
28077,2,28075
28078,2,28075
28079,2,28075
28080,2,28075
28081,2,28075
28082,2,28075
28083,2,28075
28084,2,28075
28077,3,28076
28078,3,28076
28079,3,28076
28083,3,28082
28084,3,28082
28086,2,28085
28087,2,28085
28088,2,28085
28089,2,28085
28090,2,28085
28087,3,28086
28088,3,28086
28089,3,28086
29004,1,29003
29005,1,29003
29006,1,29003
29007,1,29003
31009,1,31008
31010,1,31008
31011,1,31008
31012,1,31008
31013,1,31008
31014,1,31008
31016,1,31015
31017,1,31015
31018,1,31015
31019,1,31015
31020,1,31015
31021,1,31015
31022,1,31015
31023,1,31015
31024,1,31015
31025,1,31015
31026,1,31015
31027,1,31015
31028,1,31015
31029,1,31015
31030,1,31015
31031,1,31015
31032,1,31015
31033,1,31015
31034,1,31015
31035,1,31015
31036,1,31015
31037,1,31015
31038,1,31015
31039,1,31015
31040,1,31015
31041,1,31015
31042,1,31015
31043,1,31015
31044,1,31015
31045,1,31015
31046,1,31015
31047,1,31015
31048,1,31015
31049,1,31015
31050,1,31015
31051,1,31015
31052,1,31015
31053,1,31015
31054,1,31015
31055,1,31015
31056,1,31015
31057,1,31015
31058,1,31015
31059,1,31015
59003,1,59002
59004,1,59002
59006,1,59005
59007,1,59005
60003,1,60002
60004,1,60002
60005,1,60002
60007,1,60006
60008,1,60006
60009,1,60006
60010,1,60006
60011,1,60006
60013,1,60012
60014,1,60012
60015,1,60012
60016,1,60012
60017,1,60012
60018,1,60012
60019,1,60012
60020,1,60012
60021,1,60012
60022,1,60012
60023,1,60012
60024,1,60012
60025,1,60012
60026,1,60012
60027,1,60012
60028,1,60012
60029,1,60012
60030,1,60012
60031,1,60012
60032,1,60012
60033,1,60012
60034,1,60012
60035,1,60012
60036,1,60012
60038,1,60037
60040,1,60039
60041,1,60039
60042,1,60039
60043,1,60039
60045,1,60044
60047,1,60046
60048,1,60046
60049,1,60046
60050,1,60046
60052,1,60051
60053,1,60051
60054,1,60051
60055,1,60051
60056,1,60051
60058,1,60057
60059,1,60057
60061,1,60060
60062,1,60060
60063,1,60060
60064,1,60060
60065,1,60060
60066,1,60060
60068,1,60067
60069,1,60067
60071,1,60070
60073,1,60072
60075,1,60074
60076,1,60074
60077,1,60074
60078,1,60074
60079,1,60074
60080,1,60074
60082,1,60081
60083,1,60081
60084,1,60081
60085,1,60081
60086,1,60081
60087,1,60081
60089,1,60088
60091,1,60090
60093,1,60092
60094,1,60092
60095,1,60092
60097,1,60096
60098,1,60096
60099,1,60096
60100,1,60096
60101,1,60096
60102,1,60096
60103,1,60096
60104,1,60096
60105,1,60096
60106,1,60096
63002,0,63001
63003,0,63001
63004,0,63001
63005,0,63001
63006,0,63001
63007,0,63001
63008,0,63001
63009,0,63001
63010,0,63001
64002,0,63001
64003,0,63001
64004,0,63001
64005,0,63001
64006,0,63001
64007,0,63001
64008,0,63001
64009,0,63001
64010,0,63001
64011,0,63001
64012,0,63001
64013,0,63001
64014,0,63001
64015,0,63001
64016,0,63001
64017,0,63001
64018,0,63001
64019,0,63001
64020,0,63001
64021,0,63001
64022,0,63001
64023,0,63001
64024,0,63001
64025,0,63001
64026,0,63001
64027,0,63001
64028,0,63001
64029,0,63001
64030,0,63001
64031,0,63001
64032,0,63001
64033,0,63001
64034,0,63001
64035,0,63001
64036,0,63001
64037,0,63001
64038,0,63001
64039,0,63001
64040,0,63001
64041,0,63001
64042,0,63001
64043,0,63001
64044,0,63001
64045,0,63001
64046,0,63001
64047,0,63001
64048,0,63001
64049,0,63001
64050,0,63001
64051,0,63001
64052,0,63001
64053,0,63001
64054,0,63001
64055,0,63001
64056,0,63001
64057,0,63001
64058,0,63001
64059,0,63001
64060,0,63001
64061,0,63001
64062,0,63001
64063,0,63001
64064,0,63001
64065,0,63001
64066,0,63001
64067,0,63001
64068,0,63001
64069,0,63001
64070,0,63001
64071,0,63001
64072,0,63001
64073,0,63001
64074,0,63001
64075,0,63001
64076,0,63001
64077,0,63001
64078,0,63001
64079,0,63001
64080,0,63001
64081,0,63001
64082,0,63001
64083,0,63001
64084,0,63001
64085,0,63001
64086,0,63001
64087,0,63001
64088,0,63001
64089,0,63001
64090,0,63001
64091,0,63001
64092,0,63001
64093,0,63001
64094,0,63001
64095,0,63001
64096,0,63001
64097,0,63001
64098,0,63001
64099,0,63001
64100,0,63001
64101,0,63001
64102,0,63001
64103,0,63001
64104,0,63001
64105,0,63001
60002,0,63001
60003,0,63001
60004,0,63001
60005,0,63001
60006,0,63001
60007,0,63001
60008,0,63001
60009,0,63001
60010,0,63001
60011,0,63001
60012,0,63001
60013,0,63001
60014,0,63001
60015,0,63001
60016,0,63001
60017,0,63001
60018,0,63001
60019,0,63001
60020,0,63001
60021,0,63001
60022,0,63001
60023,0,63001
60024,0,63001
60025,0,63001
60026,0,63001
60027,0,63001
60028,0,63001
60029,0,63001
60030,0,63001
60031,0,63001
60032,0,63001
60033,0,63001
60034,0,63001
60035,0,63001
60036,0,63001
60037,0,63001
60038,0,63001
60039,0,63001
60040,0,63001
60041,0,63001
60042,0,63001
60043,0,63001
60044,0,63001
60045,0,63001
60046,0,63001
60047,0,63001
60048,0,63001
60049,0,63001
60050,0,63001
60051,0,63001
60052,0,63001
60053,0,63001
60054,0,63001
60055,0,63001
60056,0,63001
60057,0,63001
60058,0,63001
60059,0,63001
60060,0,63001
60061,0,63001
60062,0,63001
60063,0,63001
60064,0,63001
60065,0,63001
60066,0,63001
60067,0,63001
60068,0,63001
60069,0,63001
60070,0,63001
60071,0,63001
60072,0,63001
60073,0,63001
60074,0,63001
60075,0,63001
60076,0,63001
60077,0,63001
60078,0,63001
60079,0,63001
60080,0,63001
60081,0,63001
60082,0,63001
60083,0,63001
60084,0,63001
60085,0,63001
60086,0,63001
60087,0,63001
60088,0,63001
60089,0,63001
60090,0,63001
60091,0,63001
60092,0,63001
60093,0,63001
60094,0,63001
60095,0,63001
60096,0,63001
60097,0,63001
60098,0,63001
60099,0,63001
60100,0,63001
60101,0,63001
60102,0,63001
60103,0,63001
60104,0,63001
60105,0,63001
60106,0,63001
59002,0,63001
59003,0,63001
59004,0,63001
59005,0,63001
59006,0,63001
59007,0,63001
58002,0,63001
58003,0,63001
58004,0,63001
58005,0,63001
58006,0,63001
58007,0,63001
58008,0,63001
58009,0,63001
58010,0,63001
58011,0,63001
61002,0,63001
61003,0,63001
61004,0,63001
61005,0,63001
61006,0,63001
61007,0,63001
61008,0,63001
61009,0,63001
61010,0,63001
61011,0,63001
61012,0,63001
65002,0,65001
65003,0,65001
65004,0,65001
66002,0,66001
66003,0,66001
66004,0,66001
66005,0,66001
66006,0,66001
66007,0,66001
