LOC,LOCd,LOCo,x_lon,y_lat,OA
IPN0004619,Bear Flat,bearflat,-2.36573,51.369756,E00072815
IPN0004620,Bearl,bearl,-1.914829,54.971331,E00139870
IPN0084716,Bearley,bearley,-1.736445,52.243031,E00159025
IPN0004623,Bearley Cross,bearleycross,-1.753664,52.246458,E00159080
IPN0004625,Bear Park,bearpark,-1.635085,54.794856,E00104944
IPN0004627,Bearpark Colliery,bearparkcolliery,-1.624608,54.78413,E00171856
IPN0004628,Bearsbridge,bearsbridge,-2.338442,54.91077,E00139843
IPN0004632,Bearslane End,bearslaneend,-1.509782,50.927512,E00117277
IPN0084725,Bearsted,bearsted,0.572776,51.267475,E00123506
IPN0004635,Bearstone,bearstone,-2.416004,52.954378,E00147175
IPN0004636,Bearswood Green,bearswoodgreen,-0.972221,53.576322,E00038290
IPN0004637,Bearton Green,beartongreen,-0.284255,51.958631,E00119872
IPN0004639,Bear Wood,bearwood,-1.922084,50.771602,E00077362
IPN0004640,Bearwood,bearwood,-2.906106,52.200819,E00070974
IPN0004641,Bearwood,bearwood,-1.966987,52.477834,E00046380
IPN0004642,Bearwood,bearwood,-1.971698,52.477835,E00050193
IPN0004643,Beasley,beasley,-2.246051,53.038992,E00150615
IPN0004644,Beasley's Ait,beasleysait,-0.423396,51.395995,E00156708
IPN0004645,Beastfair,beastfair,-1.312289,53.691207,E00059699
IPN0004646,Beaston,beaston,-3.702728,50.483979,E00102283
IPN0004650,Beauchamp Roding,beauchamproding,0.290231,51.761265,E00110579
IPN0004651,Beauchief,beauchief,-1.502195,53.330712,E00039643
IPN0004653,Beauclerc,beauclerc,-1.988568,54.949343,E00139851
IPN0084737,Beaufort,beaufort,-3.20162,51.796455,W00007531
IPN0004657,Beaufort Hill,beauforthill,-3.198649,51.795972,W00007537
IPN0084741,Beaulieu,beaulieu,-1.4519,50.818263,E00116850
IPN0004659,Beaulieu Wood,beaulieuwood,-2.41696,50.857294,E00104166
IPN0084745,Beaumaris,beaumaris,-4.093078,53.263562,W00000017
IPN0084747,Beaumont,beaumont,-3.018154,54.924285,E00097050
IPN0084748,Beaumont,beaumont,1.148943,51.880831,E00111605
IPN0004666,Beaumontcote Farm,beaumontcotefarm,-0.437309,53.644243,E00066894
IPN0004668,Beaumont Hill,beaumonthill,-1.551026,54.562262,E00062386
IPN0004669,Beaumont Leys,beaumontleys,-1.150495,52.663944,E00068767
IPN0004671,Beausale,beausale,-1.644031,52.330617,E00159508
IPN0004673,Beauty Bank,beautybank,-2.563702,53.208617,E00094361
IPN0004674,Beauty Bank,beautybank,-2.545907,53.163305,E00094515
IPN0004675,Beauvale,beauvale,-1.288886,53.019052,E00143222
IPN0084756,Beauworth,beauworth,-1.178532,51.03065,E00118002
IPN0004677,Beavan's Hill,beavanshill,-2.468743,51.91886,E00070980
IPN0004678,Beaver,beaver,0.864121,51.135537,E00121859
IPN0004680,Beaver Hill,beaverhill,-1.371928,53.366773,E00040335
IPN0084759,Beaworthy,beaworthy,-4.184114,50.774558,E00102957
IPN0004682,Beazley End,beazleyend,0.535115,51.931064,E00108780
IPN0004684,Bebington,bebington,-2.988264,53.341591,E00036157
IPN0004686,Bebside,bebside,-1.559309,55.125846,E00139576
IPN0004687,Becca Moor,beccamoor,-1.356881,53.855402,E00056946
IPN0084764,Beccles,beccles,1.562843,52.458172,E00154146
IPN0004694,Becconsall,becconsall,-2.838244,53.697628,E00129398
IPN0004695,Beck,beck,-3.43027,54.564708,E00097429
IPN0004696,Beck,beck,-3.28129,54.217644,E00097491
IPN0004697,Beckbank,beckbank,-3.253758,54.270694,E00097508
IPN0004699,Beck Bottom,beckbottom,-1.543712,53.702918,E00059975
IPN0004698,Beckbottom,beckbottom,-3.133817,54.801198,E00096700
IPN0004700,Beck Brow,beckbrow,-3.372954,54.280811,E00097343
IPN0084774,Beckbury,beckbury,-2.34886,52.611645,E00146919
IPN0004702,Beckenham,beckenham,-0.022166,51.410017,E00003448
IPN0004703,Beckering,beckering,-0.317928,53.309806,E00133983
IPN0004704,Beckerings Park,beckeringspark,-0.552193,52.017529,E00088128
IPN0084776,Beckermet,beckermet,-3.513773,54.448015,E00097337
IPN0004709,Beckermonds,beckermonds,-2.19688,54.218633,E00140430
IPN0004710,Beckery,beckery,-2.729742,51.14343,E00147918
IPN0004711,Beckett,beckett,-4.25336,50.745574,E00102757
IPN0004712,Beckett End,beckettend,0.614667,52.555854,E00134372
IPN0004713,Beckett Park,beckettpark,-1.584178,53.823598,E00058931
IPN0004714,Beckfield Lane,beckfieldlane,-1.134644,53.964202,E00067322
IPN0004716,Beck Foot,beckfoot,-1.843581,53.841384,E00177856
IPN0004715,Beckfoot,beckfoot,-3.408876,54.787225,E00096545
IPN0004717,Beckfoot,beckfoot,-3.27979,54.392119,E00097562
IPN0004718,Beckfoot,beckfoot,-2.595188,54.231345,E00097940
IPN0004719,Beckfoot,beckfoot,-2.593684,54.361582,E00098075
IPN0084781,Beckford,beckford,-2.038134,52.019829,E00165315
IPN0004721,Beckford Cross,beckfordcross,-2.028689,52.016856,E00165315
IPN0004722,Beck Green,beckgreen,-3.525063,54.481219,E00097415
IPN0004723,Beckhampton,beckhampton,-1.878738,51.41864,E00162630
IPN0004724,Beck Head,beckhead,-2.853402,54.254779,E00097991
IPN0004725,Beck Hill,beckhill,-1.801116,53.75863,E00054672
IPN0004726,Beckhithe,beckhithe,1.180128,52.611705,E00187939
IPN0004727,Beck Hole,beckhole,-0.734896,54.408182,E00141738
IPN0004728,Beckhouse,beckhouse,-3.297684,54.641519,E00096474
IPN0084783,Beckingham,beckingham,-0.830165,53.400259,E00142656
IPN0084784,Beckingham,beckingham,-0.685879,53.072397,E00132992
IPN0004733,Beckingthorpe,beckingthorpe,-0.802834,52.94566,E00131352
IPN0084789,Beckington,beckington,-2.287086,51.265138,E00147808
IPN0004737,Beck Isle,beckisle,-0.779109,54.247483,E00141566
IPN0004738,Beckjay,beckjay,-2.893004,52.392295,E00147656
IPN0004739,Beckland,beckland,-4.453315,51.008352,E00102791
IPN0004740,Beckley,beckley,-1.681627,50.766508,E00116842
IPN0004745,Beckley Furnace,beckleyfurnace,0.614416,50.960622,E00107254
IPN0004746,Beckminster Road,beckminsterroad,-2.146781,52.571604,E00052855
IPN0004747,Beck Row,beckrow,0.489104,52.370442,E00152564
IPN0004749,Becks,becks,-1.948215,53.905649,E00053705
IPN0004753,Beck Side,beckside,-3.171972,54.229633,E00097766
IPN0004750,Beckside,beckside,-3.553848,54.613337,E00096540
IPN0004751,Beckside,beckside,-3.369331,54.28274,E00097345
IPN0004752,Beckside,beckside,-0.414403,53.839188,E00185525
IPN0004754,Beckside,beckside,-2.589824,54.285476,E00098075
IPN0004755,Beckstonegate,beckstonegate,-2.647837,54.964513,E00097177
IPN0004756,Beckton,beckton,0.062956,51.511969,E00017607
IPN0004759,Beckwith,beckwith,-1.570535,53.969157,E00141246
IPN0004760,Beckwithshaw,beckwithshaw,-1.594449,53.971217,E00141246
IPN0004762,Beck Wythop,beckwythop,-3.219923,54.644548,E00096488
IPN0004763,Becontree,becontree,0.134048,51.548566,E00000401
IPN0004765,Becontree Heath,becontreeheath,0.136619,51.546172,E00000409
IPN0084804,Bedale,bedale,-1.59145,54.288114,E00140452
IPN0004771,Bedburn,bedburn,-1.841462,54.679462,E00105887
IPN0004772,Bedchester,bedchester,-2.21182,50.954967,E00103712
IPN0004774,Beddau,beddau,-3.361105,51.557553,W00006106
IPN0084813,Beddgelert,beddgelert,-4.106206,53.011003,W00000545
IPN0004777,Beddgeraint,beddgeraint,-4.455057,52.091036,W00002919
IPN0004778,Beddingham,beddingham,0.054085,50.853351,E00106925
IPN0004781,Beddington,beddington,-0.141716,51.369708,E00020548
IPN0004782,Beddington Corner,beddingtoncorner,-0.15546,51.385213,E00021078
IPN0004785,Beddlington South,beddlingtonsouth,-0.136484,51.357034,E00020576
IPN0004788,Bedenham,bedenham,-1.157246,50.829546,E00115896
IPN0004789,Bede Trading Estate,bedetradingestate,-1.463001,54.975387,E00043669
IPN0084820,Bedfield,bedfield,1.250154,52.252761,E00153372
IPN0004791,Bedfield Little Green,bedfieldlittlegreen,1.270133,52.240678,E00153372
IPN0004793,Bedfield Long Green,bedfieldlonggreen,1.252288,52.257091,E00153372
IPN0004797,Bedford,bedford,-2.491073,53.482382,E00031668
IPN0004804,Bedford Bank,bedfordbank,0.317996,52.58137,E00135781
IPN0004805,Bedford Castle,bedfordcastle,-0.503772,52.136511,E00088162
IPN0004806,Bedford Hill,bedfordhill,-0.146762,51.440381,E00022545
IPN0004807,Bedford Park,bedfordpark,-0.258165,51.500092,E00006835
IPN0004808,Bedford Place,bedfordplace,-1.407512,50.913369,E00086581
IPN0004809,Bedford Precinct,bedfordprecinct,-3.524331,50.722086,E00171932
IPN0004810,Bedfords,bedfords,0.192199,51.607198,E00011495
IPN0004813,Bedgebury Cross,bedgeburycross,0.44903,51.085431,E00125906
IPN0084832,Bedgrove,bedgrove,-0.783616,51.805978,E00089023
IPN0004815,Bedham,bedham,-0.550212,50.989686,E00160727
IPN0004816,Bedhampton,bedhampton,-1.004063,50.854869,E00116401
IPN0084836,Bedingfield,bedingfield,1.193793,52.273979,E00153373
IPN0004820,Bedingfield Green,bedingfieldgreen,1.195245,52.256672,E00153373
IPN0004821,Bedingfield Street,bedingfieldstreet,1.189589,52.267708,E00153373
IPN0004823,Bedingham Corner,bedinghamcorner,1.361749,52.467528,E00136841
IPN0004824,Bedingham Green,bedinghamgreen,1.37287,52.485847,E00136841
IPN0004825,Bedlam,bedlam,-1.592314,54.049315,E00140980
IPN0004826,Bedlam,bedlam,-2.367588,53.735671,E00127159
IPN0004827,Bedlam,bedlam,-2.354264,51.244623,E00147955
IPN0004828,Bedlam Bottom,bedlambottom,-1.104729,51.21341,E00114699
IPN0004829,Bedlams End,bedlamsend,-1.693992,52.352837,E00051385
IPN0004830,Bedlams End,bedlamsend,-1.695319,52.352032,E00159498
IPN0004831,Bedlar's Green,bedlarsgreen,0.2074,51.860511,E00112078
IPN0004833,Bedlington,bedlington,-1.585874,55.134926,E00140049
IPN0084845,Bedlinog,bedlinog,-3.312413,51.703536,W00006759
IPN0004840,Bedlwyn,bedlwyn,-3.141198,53.094723,W00001822
IPN0004841,Bedmill,bedmill,-2.557484,50.929638,E00104180
IPN0004842,Bedminster,bedminster,-2.602786,51.438194,E00174292
IPN0004844,Bedminster Down,bedminsterdown,-2.617039,51.428229,E00073327
IPN0004846,Bedmond,bedmond,-0.41444,51.721181,E00120894
IPN0004847,Bedmonton,bedmonton,0.68638,51.287353,E00123809
IPN0004848,Bednall,bednall,-2.064439,52.757192,E00151096
IPN0004849,Bednall Head,bednallhead,-2.053311,52.756874,E00151096
IPN0084852,Bedstone,bedstone,-2.926924,52.372066,E00147657
IPN0004854,Bedwas,bedwas,-3.203072,51.593,W00007028
IPN0004857,Bedwell,bedwell,-0.189889,51.902097,E00120636
IPN0004859,Bedwellty,bedwellty,-3.209491,51.698679,W00006944
IPN0004860,Bedwellty Pits,bedwelltypits,-3.227728,51.746955,W00007734
IPN0004861,Bedwlwyn,bedwlwyn,-3.158615,52.919549,W00001917
IPN0004863,Bedworth,bedworth,-1.471126,52.474948,E00158525
IPN0004864,Bedworth Heath,bedworthheath,-1.494074,52.476667,E00158559
IPN0004865,Bedworth Hill Bridge,bedworthhillbridge,-1.463807,52.471409,E00158383
IPN0004866,Bedworth Woodlands,bedworthwoodlands,-1.497666,52.484432,E00158558
IPN0084866,Beeby,beeby,-1.020722,52.667509,E00178618
IPN0004869,Beech,beech,-1.01648,51.142021,E00114851
IPN0004870,Beech,beech,-2.222434,52.941863,E00179363
IPN0004872,Beechburn,beechburn,-1.736309,54.679638,E00106022
IPN0004873,Beechcliff,beechcliff,-2.213526,52.945925,E00179363
IPN0004874,Beechcliffe,beechcliffe,-1.908852,53.878303,E00054118
IPN0004875,Beechdale,beechdale,-1.207883,52.961789,E00069914
IPN0004876,Beechdown,beechdown,-3.613641,50.428982,E00165886
IPN0004877,Beechen Cliff,beechencliff,-2.36231,51.375072,E00072828
IPN0004878,Beeches Estate,beechesestate,-1.950026,51.71892,E00186410
IPN0004879,Beeches Green,beechesgreen,-2.221874,51.746504,E00186494
IPN0004880,Beechfield,beechfield,-1.847979,55.09267,E00139689
IPN0004881,Beechgrove,beechgrove,-1.669755,54.949075,E00041918
IPN0004882,Beech Hill,beechhill,-0.808281,51.1221,E00114905
IPN0004883,Beech Hill,beechhill,-2.436332,51.529209,E00075756
IPN0004884,Beech Hill,beechhill,-2.656681,53.560058,E00031708
IPN0084871,Beechingstoke,beechingstoke,-1.878193,51.331338,E00162391
IPN0004887,Beech Lanes,beechlanes,-1.973663,52.46667,E00046970
IPN0004896,Beechwood,beechwood,-0.794576,51.564921,E00090263
IPN0004889,Beechwood,beechwood,-1.933308,53.707903,E00055209
IPN0084875,Beechwood,beechwood,-2.700482,53.315033,E00062412
IPN0004890,Beechwood,beechwood,-1.647785,53.847171,E00057738
IPN0004891,Beechwood,beechwood,-1.503583,53.856099,E00058276
IPN0004892,Beechwood,beechwood,-1.47889,53.824535,E00058781
IPN0084877,Beechwood,beechwood,-1.469609,53.825627,E00058754
IPN0004893,Beechwood,beechwood,-1.224574,54.553421,E00060627
IPN0084879,Beechwood,beechwood,-2.963093,51.59151,W00008397
IPN0004894,Beechwood,beechwood,-1.316128,53.463276,E00039392
IPN0004895,Beechwood,beechwood,-1.616423,52.392169,E00051408
IPN0004899,Beechwood Gardens,beechwoodgardens,-1.54582,52.398661,E00048371
IPN0004900,Beechwood House,beechwoodhouse,-0.484575,51.81886,E00119019
IPN0004901,Beecroft,beecroft,-0.5375,51.887059,E00088837
IPN0004902,Beeden Park,beedenpark,-0.67332,52.909718,E00133622
IPN0084884,Beedon,beedon,-1.297041,51.494645,E00082271
IPN0004904,Beedon Hill,beedonhill,-1.298506,51.491147,E00082271
IPN0084886,Beeford,beeford,-0.274601,53.972583,E00065502
IPN0004907,Beeleigh,beeleigh,0.659854,51.737649,E00111202
IPN0004908,Beeley,beeley,-1.604848,53.203371,E00099173
IPN0004911,Beelow Hill,beelowhill,-1.904598,53.001992,E00151646
IPN0084891,Beelsby,beelsby,-0.182159,53.499275,E00066717
IPN0084893,Beenham,beenham,-1.152569,51.415541,E00082473
IPN0004915,Beenham's Heath,beenhamsheath,-0.78993,51.468119,E00083703
IPN0004916,Beenham Stocks,beenhamstocks,-1.140934,51.419467,E00082474
IPN0004917,Beenleigh,beenleigh,-3.692538,50.395986,E00102005
IPN0004918,Beer,beer,-2.84679,51.079154,E00148857
IPN0004921,Beer Chapel,beerchapel,-2.867171,50.847893,E00103967
IPN0004922,Beer Charter,beercharter,-4.11278,51.125181,E00101726
IPN0004923,Beercrocombe,beercrocombe,-2.963083,50.980234,E00148726
IPN0084899,Beer Hackett,beerhackett,-2.571803,50.904372,E00103915
IPN0004926,Beer Hill,beerhill,-3.166621,50.910752,E00149061
IPN0004927,Beesands,beesands,-3.658662,50.251668,E00102201
IPN0004928,Beesby,beesby,0.19588,53.29817,E00132604
IPN0004929,Beesby,beesby,-0.090611,53.45358,E00066719
IPN0004932,Beeson,beeson,-3.667185,50.254694,E00102204
IPN0004933,Beesthorpe,beesthorpe,-0.910981,53.137103,E00144248
IPN0004935,Beeston,beeston,-1.2167,52.93032,E00173569
IPN0004936,Beeston,beeston,-0.297663,52.119329,E00088025
IPN0004937,Beeston,beeston,-1.572869,53.770528,E00057034
IPN0004942,Beeston Brook,beestonbrook,-2.667368,53.134819,E00092686
IPN0004944,Beeston Gate,beestongate,-2.664824,53.124945,E00092672
IPN0004945,Beeston Hill,beestonhill,-1.553812,53.779087,E00057275
IPN0004946,Beeston Moss,beestonmoss,-2.6722,53.118791,E00092672
IPN0004948,Beeston Park Side,beestonparkside,-1.557057,53.759235,E00057921
IPN0084912,Beeston Regis,beestonregis,1.227824,52.937004,E00135878
IPN0004951,Beeston Royds,beestonroyds,-1.597881,53.772862,E00059161
IPN0004954,Beeston St Lawrence,beestonstlawrence,1.449044,52.752575,E00135967
IPN0084919,Beetham,beetham,-2.773231,54.209734,E00097757
IPN0084922,Beetley,beetley,0.920688,52.7169,E00134427
IPN0004961,Beevers Bridge,beeversbridge,-0.999763,53.663567,E00065980
IPN0004962,Beffcote,beffcote,-2.286025,52.768677,E00151374
IPN0004963,Began,began,-3.111728,51.548474,W00008605
IPN0084925,Begbroke,begbroke,-1.318587,51.822613,E00145249
IPN0004966,Begdale,begdale,0.150146,52.635341,E00091147
IPN0004968,Begeli,begelly,-4.722168,51.731428,W00003080
IPN0004969,Beggar Hill,beggarhill,0.355043,51.686384,E00109016
IPN0004970,Beggar Hill Brook,beggarhillbrook,-2.536832,52.565533,E00146935
IPN0004971,Beggarington,beggarington,-1.857378,53.761766,E00054275
IPN0004972,Beggarington Hill,beggaringtonhill,-1.580229,53.717074,E00058163
IPN0004975,Beggar's Bush,beggarsbush,-3.085176,52.27039,W00002586
IPN0004976,Beggar's Bush,beggarsbush,-0.63644,51.405835,E00083847
IPN0004973,Beggars Bush,beggarsbush,-0.351966,50.853201,E00159904
IPN0004974,Beggars Bush,beggarsbush,-1.858983,52.548506,E00047887
IPN0004977,Beggars Pound,beggarspound,-3.419419,51.405612,W00010495
IPN0004978,Beggearn Huish,beggearnhuish,-3.368155,51.147146,E00149471
IPN0084930,Beguildy,beguildy,-3.184985,52.409445,W00002277
IPN0004981,Begwary,begwary,-0.34917,52.207729,E00088559
IPN0004982,Behind Berry,behindberry,-2.735485,51.054999,E00148867
IPN0004983,Beighterton,beighterton,-2.284844,52.701347,E00151173
IPN0004984,Beighton,beighton,-1.341274,53.347011,E00040646
IPN0004988,Beighton Fields,beightonfields,-1.317505,53.287101,E00098513
IPN0004989,Beighton Hill,beightonhill,-1.566495,53.06048,E00098140
IPN0004994,Bekesbourne,bekesbourne,1.145934,51.257638,E00122296
IPN0004995,Bekesbourne Hill,bekesbournehill,1.136284,51.263294,E00122296
IPN0004997,Belah,belah,-2.950216,54.911121,E00096985
IPN0004999,Belan,belan,-3.176335,52.629414,W00002664
IPN0005000,Belaugh,belaugh,1.38767,52.715267,E00135058
IPN0005003,Belbins,belbins,-1.492678,51.012535,E00117809
IPN0084946,Belbroughton,belbroughton,-2.11869,52.392066,E00163921
IPN0005007,Belby,belby,-0.831957,53.749779,E00065706
IPN0005008,Belchalwell,belchalwell,-2.297374,50.886077,E00103591
IPN0005009,Belchalwell Street,belchalwellstreet,-2.288524,50.880254,E00103591
IPN0084950,Belchamp Otten,belchampotten,0.622342,52.043446,E00108736
IPN0084954,Belchamp Walter,belchampwalter,0.650538,52.033426,E00108738
IPN0005014,Belcher's Bar,belchersbar,-1.395517,52.671784,E00131021
IPN0084956,Belchford,belchford,-0.063745,53.260261,E00132532
IPN0005017,Beldon Hill,beldonhill,-1.792409,53.771019,E00053801
IPN0005020,Belfield,belfield,-2.129228,53.620216,E00028172
IPN0005021,Belfield Estate,belfieldestate,-2.125452,53.621568,E00028172
IPN0084960,Belford,belford,-1.679958,54.146135,E00140898
IPN0084961,Belford,belford,-1.828969,55.59862,E00139300
IPN0005024,Belford Mains,belfordmains,-1.847514,55.584106,E00139301
IPN0005025,Belford Moor,belfordmoor,-1.871296,55.588087,E00139301
IPN0005026,Belgrano,belgrano,-3.56398,53.295789,W00000637
IPN0005027,Belgrave,belgrave,-2.921647,53.142651,E00188755
IPN0005028,Belgrave,belgrave,-1.124099,52.652963,E00069236
IPN0005029,Belgrave,belgrave,-1.675763,52.616381,E00152001
IPN0005032,Belgravia,belgravia,-0.150389,51.493046,E00023557
IPN0005039,Bellaire,bellaire,-4.066288,51.088959,E00101958
IPN0005040,Bellamore,bellamore,-2.883891,52.060423,E00070777
IPN0005042,Bellasize,bellasize,-0.750946,53.740422,E00065675
IPN0005043,Bellbank,bellbank,-2.743954,55.052211,E00097197
IPN0005044,Bell Bar,bellbar,-0.184986,51.731439,E00121401
IPN0005045,Bell Busk,bellbusk,-2.149024,54.003267,E00140297
IPN0084968,Belleau,belleau,0.096526,53.284557,E00132603
IPN0005047,Belle Eau Park,belleeaupark,-1.01334,53.12577,E00144348
IPN0005048,Belle Green,bellegreen,-1.409984,53.577286,E00037236
IPN0005049,Belle Grove,bellegrove,0.098209,51.46368,E00002009
IPN0005050,Belle Isle,belleisle,-0.183778,52.315446,E00183533
IPN0005051,Belle Isle,belleisle,-1.52974,53.760479,E00057809
IPN0005053,Belle Isle,belleisle,-1.490329,53.670435,E00168730
IPN0005054,Bellemont,bellemont,-2.719972,53.285981,E00094339
IPN0005055,Bell End,bellend,-2.08961,52.393206,E00163920
IPN0084970,Bellerby,bellerby,-1.824996,54.331459,E00141291
IPN0084972,Belle Vale,bellevale,-2.85897,53.390818,E00183011
IPN0005057,Bellevale,bellevale,-2.070609,52.457499,E00049897
IPN0005060,Bellever,bellever,-3.900946,50.580286,E00102963
IPN0005061,Belle Vue,bellevue,-3.379329,54.672973,E00096453
IPN0005063,Belle Vue,bellevue,-2.976019,54.894471,E00096998
IPN0005064,Belle Vue,bellevue,-2.548486,53.24824,E00094354
IPN0005066,Belle Vue,bellevue,-1.110902,53.517118,E00182707
IPN0005069,Belle Vue,bellevue,-2.189762,53.465083,E00180830
IPN0005070,Belle Vue,bellevue,-2.74868,52.69483,E00147365
IPN0005072,Belle Vue,bellevue,-1.478492,53.6729,E00060078
IPN0005062,Bellevue,bellevue,-2.043443,52.369678,E00163984
IPN0005065,Bellevue,bellevue,-1.739101,53.017296,E00099103
IPN0005067,Bellevue,bellevue,-2.100821,52.475907,E00049903
IPN0005068,Bellevue,bellevue,-1.210574,54.677803,E00165754
IPN0005071,Bellevue,bellevue,-1.401832,50.912621,E00167020
IPN0005076,Bell Field,bellfield,-2.201195,52.693427,E00151174
IPN0005077,Bellfields,bellfields,-0.578352,51.257388,E00155475
IPN0005078,Bell Green,bellgreen,-1.474155,52.430819,E00048589
IPN0005080,Bell Green,bellgreen,1.393775,52.326769,E00154005
IPN0005079,Bell Green,bellgreen,-0.035708,51.42958,E00182646
IPN0005081,Bell Heath,bellheath,-2.073449,52.395555,E00163920
IPN0005082,Bell Hill,bellhill,-2.532697,51.460923,E00074180
IPN0005083,Bell Hill,bellhill,-0.944344,51.014146,E00114993
IPN0005084,Bell Hill,bellhill,-1.505487,53.759034,E00057925
IPN0005085,Bell Hill,bellhill,-0.486755,54.385014,E00141924
IPN0005087,Bellingdon,bellingdon,-0.633972,51.738775,E00089643
IPN0005088,Bellinge,bellinge,-0.817313,52.252272,E00138073
IPN0005090,Bellingham,bellingham,-0.024868,51.430746,E00016113
IPN0005096,Bellister,bellister,-2.462895,54.96338,E00140025
IPN0005097,Bell Mills,bellmills,-0.428582,53.996143,E00065478
IPN0005098,Bellmount,bellmount,0.284878,52.767424,E00135762
IPN0005100,Bell o' th' Hill,bellothhill,-2.709322,53.004679,E00092600
IPN0005102,Bells Close,bellsclose,-1.702362,54.973423,E00042538
IPN0005103,Bell's Corner,bellscorner,0.900726,52.00347,E00152384
IPN0005104,Bell's Cross,bellscross,1.14497,52.12815,E00153131
IPN0005105,Bell's Forstal,bellsforstal,0.855489,51.246884,E00124694
IPN0005106,Bellshill,bellshill,-1.809354,55.569137,E00139292
IPN0005111,Bell Square,bellsquare,-2.310876,51.460013,E00075126
IPN0005113,Bells Yew Green,bellsyewgreen,0.297379,51.102155,E00107556
IPN0005114,Belluton,belluton,-2.560033,51.377441,E00072965
IPN0005115,Bell Veor,bellveor,-5.196505,50.213675,E00095523
IPN0005117,Belmesthorpe,belmesthorpe,-0.45479,52.68002,E00069641
IPN0005118,Belmont,belmont,-2.495463,53.639125,E00063658
IPN0005119,Belmont,belmont,-2.234061,53.303206,E00093724
IPN0005120,Belmont,belmont,-2.521397,53.300588,E00094502
IPN0005121,Belmont,belmont,-0.316875,51.600577,E00010885
IPN0005122,Belmont,belmont,0.602385,50.863553,E00106648
IPN0005123,Belmont,belmont,-2.764005,52.044178,E00168531
IPN0005124,Belmont,belmont,-3.08913,54.20048,E00098049
IPN0005125,Belmont,belmont,-0.199348,51.347226,E00020616
IPN0005126,Belmont,belmont,-1.42702,51.592012,E00173201
IPN0005133,Belmont House,belmonthouse,-3.518147,50.728013,E00101200
IPN0005134,Belmont Road,belmontroad,-2.951792,53.423689,E00033160
IPN0005137,Belmot,belmot,-1.711551,52.834116,E00150124
IPN0005139,Belnie,belnie,-0.142556,52.859852,E00133294
IPN0005140,Belowda,belowda,-4.862642,50.42056,E00096279
IPN0084996,Belper,belper,-1.481291,53.023256,E00098164
IPN0005145,Belper Lane End,belperlaneend,-1.505546,53.040376,E00098193
IPN0005148,Belph,belph,-1.181497,53.27357,E00098613
IPN0085008,Belsay,belsay,-1.841576,55.103149,E00139689
IPN0005151,Belsford,belsford,-3.737757,50.420503,E00102006
IPN0005152,Belsize,belsize,-0.167517,51.550868,E00004128
IPN0005153,Belsize,belsize,-0.503075,51.698335,E00121135
IPN0085011,Belstead,belstead,1.108445,52.028756,E00152244
IPN0005156,Belstone,belstone,-3.955339,50.726338,E00102993
IPN0005159,Belstone Corner,belstonecorner,-3.94689,50.771664,E00102949
IPN0005161,Belthorn,belthorn,-2.431073,53.717483,E00063489
IPN0005162,Belthorpe,belthorpe,-0.80899,53.976965,E00066198
IPN0005163,Beltinge,beltinge,1.157243,51.37022,E00122328
IPN0005165,Beltingham,beltingham,-2.327843,54.969301,E00139874
IPN0005166,Beltoft,beltoft,-0.780416,53.5498,E00066815
IPN0085017,Belton,belton,1.657816,52.564737,E00135241
IPN0085018,Belton,belton,-0.816746,53.552556,E00066813
IPN0085019,Belton,belton,-1.339489,52.782017,E00131554
IPN0085025,Belton-in-Rutland,beltoninrutland,-0.796707,52.60254,E00069547
IPN0005177,Beltring,beltring,0.398425,51.202952,E00125599
IPN0005179,Belvedere,belvedere,0.155518,51.488271,E00001643
IPN0005181,Belvidere,belvidere,-1.386961,50.907687,E00086654
IPN0005182,Belvoir,belvoir,-4.219146,51.018523,E00102727
IPN0005186,Belvoir Castle,belvoircastle,-0.782537,52.89466,E00131361
IPN0085037,Bembridge,bembridge,-1.089183,50.690291,E00087289
IPN0005190,Bemersley Green,bemersleygreen,-2.174214,53.0882,E00072017
IPN0005192,Bemerton,bemerton,-1.828676,51.075891,E00163215
IPN0005193,Bemerton Heath,bemertonheath,-1.828643,51.084883,E00163110
IPN0085042,Bempton,bempton,-0.180236,54.13153,E00065214
IPN0085045,Benacre,benacre,1.690814,52.399922,E00154531
IPN0005197,Ben Bank,benbank,-1.544451,53.536095,E00037439
IPN0005198,Benchill,benchill,-2.265847,53.388138,E00025744
IPN0005199,Bencombe,bencombe,-2.301975,51.676877,E00113720
IPN0005200,Ben Cragg,bencragg,-3.089792,54.22564,E00097804
IPN0005202,Bendgate,bendgate,-2.245895,54.009372,E00140331
IPN0005203,Bendish,bendish,-0.309211,51.879413,E00119975
IPN0005205,Beneathwood,beneathwood,-4.391899,50.525191,E00094789
IPN0005207,Beneknowle,beneknowle,-3.803327,50.404844,E00102002
IPN0085049,Benenden,benenden,0.576691,51.068151,E00125816
IPN0005211,Benfield Clough,benfieldclough,-2.060155,53.419376,E00029879
IPN0005212,Benfieldside,benfieldside,-1.85787,54.866046,E00104666
IPN0005214,Bengal,bengal,-1.026049,52.140723,E00138829
IPN0005215,Bengate,bengate,1.418969,52.79437,E00136231
IPN0005216,Bengeo,bengeo,-0.08541,51.805394,E00119225
IPN0005218,Bengeo Temple,bengeotemple,-0.058406,51.843079,E00119282
IPN0005219,Benges Wood,bengeswood,-0.668972,50.902609,E00160522
IPN0005220,Bengeworth,bengeworth,-1.932099,52.089342,E00164958
