LOC,LOCd,LOCo,x_lon,y_lat,OA
IPN0070344,The Slack,theslack,-1.826498,54.624442,E00105894
IPN0070345,The Slack,theslack,-2.906778,54.203878,E00097826
IPN0070346,The Slack,theslack,-3.09231,53.328099,E00036429
IPN0070347,The Slade,theslade,-1.203289,51.747251,E00145491
IPN0070348,The Slade,theslade,-4.976604,51.99501,W00003014
IPN0070349,The Slade,theslade,-1.231872,51.427786,E00082172
IPN0070350,"Slough, The",theslough,-0.58399,51.910466,E00088914
IPN0070351,The Slouth,theslouth,-0.58399,51.910466,E00088914
IPN0070352,The Smeeth,thesmeeth,0.247286,52.656286,E00184669
IPN0070353,The Smelt,thesmelt,-3.078679,53.055122,W00002120
IPN0070354,The Soke,thesoke,-1.304328,51.060008,E00118159
IPN0070355,The Soughan's,thesoughans,-2.826711,53.025766,E00092692
IPN0070356,The Spa,thespa,-2.122634,51.363519,E00184284
IPN0070357,The Spike,thespike,0.171736,52.114673,E00092204
IPN0070358,The Splatts,thesplatts,-2.014127,51.398237,E00162735
IPN0070359,The Splot,thesplot,-2.942111,51.357727,E00074881
IPN0070360,The Spring,thespring,-1.579293,52.356171,E00186980
IPN0070361,The Springs,thesprings,1.088437,51.126945,E00124589
IPN0070362,The Square,thesquare,-1.781906,53.689747,E00055186
IPN0070363,The Square,thesquare,-3.092461,53.169254,W00001422
IPN0070365,The Steyne,thesteyne,-0.273585,51.509142,E00005969
IPN0070366,The Stints,thestints,-1.25759,52.80104,E00130373
IPN0070367,The Stocks,thestocks,0.727424,51.013784,E00121837
IPN0070368,The Stocks,thestocks,-2.103626,51.342586,E00162586
IPN0070372,"Stoops, The",thestoops,-2.746117,53.408971,E00034920
IPN0070371,The Stoops,thestoops,-2.74983,53.406251,E00034922
IPN0070374,The Straits,thestraits,-2.143683,52.526657,E00050059
IPN0070375,The Straits,thestraits,-0.879149,51.146001,E00114798
IPN0070376,The Straits,thestraits,-2.446205,53.500355,E00031668
IPN0070377,The Strand,thestrand,-0.120954,51.511013,E00190454
IPN0070378,The Strand,thestrand,-2.119548,51.336996,E00163644
IPN0070379,The Stream,thestream,-2.268324,51.933963,E00114111
IPN0070380,The Street,thestreet,0.816095,52.705907,E00134361
IPN0070381,The Street,thestreet,0.962123,52.38039,E00134632
IPN0070382,The Street,thestreet,1.378244,52.498285,E00136849
IPN0070383,The Street Bunwell,thestreetbunwell,1.129139,52.497497,E00136707
IPN0070384,The Stubb,thestubb,-3.105763,52.625688,W00002349
IPN0070388,The Swillett,theswillett,-0.528381,51.645332,E00120944
IPN0070389,The Temple,thetemple,-0.10856,51.511713,E00000025
IPN0070391,Thetford,thetford,-0.35579,52.720315,E00133914
IPN0070398,The Thorn,thethorn,-2.653892,51.892352,E00070939
IPN0070401,The Thorne,thethorne,0.447752,50.866729,E00107370
IPN0070402,The Thorns,thethorns,-2.116994,52.467801,E00049221
IPN0070403,The Thorpe,thethorpe,-0.110392,52.316093,E00091820
IPN0070404,Thethwaite,thethwaite,-2.974833,54.787175,E00097107
IPN0070405,The Toft,thetoft,-2.142237,52.763093,E00151100
IPN0070406,The Towans,thetowans,-5.427414,50.198089,E00095878
IPN0070407,"Tower of London, The",thetoweroflondon,-0.075915,51.507981,E00021628
IPN0070408,The Town,thetown,-6.351218,49.95412,E00096400
IPN0070409,The Trefoil,thetrefoil,0.817534,51.314489,E00124962
IPN0070411,The Tumble,thetumble,-3.080044,51.798399,W00008177
IPN0070412,The Tunnel,thetunnel,-1.363206,52.168379,E00159042
IPN0070413,The Twist,thetwist,-1.900344,53.102219,E00151942
IPN0070414,The Tynings,thetynings,-2.106723,51.870294,E00186387
IPN0070415,The Tything,thetything,-2.410156,51.053086,E00148887
IPN0070416,The Vale,thevale,-0.404398,50.859245,E00160247
IPN0070419,The Valley,thevalley,0.803649,51.251053,E00124693
IPN0070418,The Valley,thevalley,-2.45844,53.096254,E00093337
IPN0070420,The Vatch,thevatch,-2.183241,51.756641,E00113823
IPN0070421,The Vauld,thevauld,-2.684408,52.1406,E00071105
IPN0070422,The Village,thevillage,-2.158331,52.501017,E00049666
IPN0070423,The Village,thevillage,-0.05879,53.798721,E00065745
IPN0070424,The Village,thevillage,-2.950693,51.605386,W00008442
IPN0070425,The Vines,thevines,-2.148716,52.270878,E00165046
IPN0070426,The Vineyards,thevineyards,-2.097349,51.901411,E00112593
IPN0070427,The Vineyards,thevineyards,-2.157241,51.98748,E00114184
IPN0070428,The Vron,thevron,-3.150759,53.351821,E00036889
IPN0070429,The Waldrons,thewaldrons,-0.105196,51.366874,E00005828
IPN0070430,The Wallows,thewallows,-2.123687,52.492068,E00049340
IPN0070431,The Walls,thewalls,-1.243854,53.29205,E00098745
IPN0070432,The Walshes,thewalshes,-2.28275,52.330509,E00165372
IPN0070433,The Warren,thewarren,-3.34841,53.230639,W00001331
IPN0070434,The Warren,thewarren,-0.080506,51.93777,E00190259
IPN0070435,The Warren,thewarren,0.043723,51.895842,E00119167
IPN0070436,The Warren,thewarren,-3.442909,51.20605,E00166047
IPN0070437,The Waterwheel,thewaterwheel,-2.940597,52.615616,E00147553
IPN0070438,The W auns,thewauns,-3.01851,53.078099,W00002005
IPN0070439,The Weaven,theweaven,-2.671846,51.975599,E00070818
IPN0070441,The Wells,thewells,-0.288874,51.328182,E00155086
IPN0070442,The Wells,thewells,-2.550637,52.182478,E00070678
IPN0070443,The Wells,thewells,-1.464936,53.607854,E00060241
IPN0070444,The Wergs,thewergs,-2.195322,52.604257,E00151130
IPN0070445,"Wergs, The",thewergs,-2.185995,52.598519,E00053245
IPN0070446,The Wern,thewern,-3.07923,53.047296,W00002122
IPN0070447,The Wharf,thewharf,-1.868534,52.904962,E00150110
IPN0070448,The Wheel,thewheel,-1.480592,53.440284,E00041237
IPN0070450,The Wilderness,thewilderness,-0.066866,52.321683,E00183550
IPN0070451,The Willow,thewillow,0.103447,51.935975,E00119333
IPN0070452,The Willowford,thewillowford,-3.29237,51.565255,W00006547
IPN0070453,The Willows,thewillows,0.101966,51.932306,E00119329
IPN0070454,The Willows,thewillows,-0.127063,53.569759,E00066339
IPN0070455,The Wintles,thewintles,-3.006994,52.499805,E00147643
IPN0070458,The Woodlands,thewoodlands,0.999002,52.021782,E00152388
IPN0070459,The Woods,thewoods,-2.002402,52.558992,E00050390
IPN0070460,The Wrangle,thewrangle,-2.655674,51.30348,E00072649
IPN0070461,The Wrangling,thewrangling,-2.490924,53.743139,E00063805
IPN0070462,The Wrythe,thewrythe,-0.166645,51.375046,E00020981
IPN0070464,The Wyke,thewyke,-2.398994,52.658136,E00146962
IPN0070465,The Wymm,thewymm,-2.674474,52.121417,E00071104
IPN0070467,Theydon Bois,theydonbois,0.100781,51.671371,E00110767
IPN0070470,Theydon Garnon,theydongarnon,0.126156,51.672137,E00110745
IPN0070472,Theydon Grove,theydongrove,0.116419,51.701216,E00110527
IPN0120586,Theydon Mount,theydonmount,0.152765,51.674817,E00110746
IPN0070474,The Yeld,theyeld,-2.701612,53.218223,E00094421
IPN0070475,The Yeld,theyeld,-2.631403,52.452599,E00147765
IPN0070476,Thicket Mead,thicketmead,-2.493233,51.292893,E00072844
IPN0070477,Thick Hollins,thickhollins,-1.838327,53.587368,E00056312
IPN0070478,Thickholme,thickholme,-2.916074,54.404162,E00097955
IPN0070479,Thickley,thickley,-1.631518,54.625911,E00183251
IPN0070481,Thickthorn,thickthorn,-2.053316,50.917738,E00103602
IPN0070480,Thickthorn,thickthorn,-2.052177,50.916659,E00103352
IPN0070482,Thickwood,thickwood,-2.248945,51.453057,E00162848
IPN0070483,Thiefside,thiefside,-2.798824,54.764916,E00097624
IPN0120588,Thimbleby,thimbleby,-0.13759,53.213276,E00132283
IPN0120589,Thimbleby,thimbleby,-1.308549,54.352829,E00140601
IPN0070487,Thimble End,thimbleend,-1.792786,52.544633,E00047826
IPN0070488,Thinford,thinford,-1.566209,54.705211,E00183256
IPN0070489,Thing-Hill,thinghill,-2.633569,52.100246,E00070801
IPN0070490,Thingley,thingley,-2.155321,51.43029,E00184146
IPN0070491,Thingwall,thingwall,-2.888334,53.411593,E00185161
IPN0070492,Thingwall,thingwall,-3.089926,53.352392,E00036751
IPN0070494,Thirkleby Would,thirklebywould,-0.580986,54.094757,E00141628
IPN0070495,Thirlby,thirlby,-1.247834,54.250015,E00140749
IPN0070498,Thirlmere,thirlmere,-3.065716,54.540876,E00096564
IPN0120603,Thirn,thirn,-1.668017,54.268505,E00140484
IPN0120605,Thirsk,thirsk,-1.342841,54.232479,E00140706
IPN0070506,Thirtleby,thirtleby,-0.219887,53.795467,E00065744
IPN0070508,Thistleboon,thistleboon,-3.991573,51.568599,W00004413
IPN0070509,Thistle Hill,thistlehill,-1.465777,53.995251,E00140923
IPN0070510,Thistleton,thistleton,-2.904067,53.833047,E00127020
IPN0070512,Thistley Green,thistleygreen,-0.534238,52.143188,E00088173
IPN0070513,Thistley Green,thistleygreen,0.451805,52.360162,E00152552
IPN0120614,Thixendale,thixendale,-0.716151,54.039198,E00141630
IPN0070515,Thockrington,thockrington,-2.064228,55.105599,E00140013
IPN0070517,Tholomas Drove,tholomasdrove,0.063612,52.633733,E00091285
IPN0120616,Tholthorpe,tholthorpe,-1.280717,54.09683,E00140527
IPN0070519,Thomas Chapel,thomaschapel,-4.747169,51.742924,W00003084
IPN0070520,Thomas Close,thomasclose,-2.882574,54.756696,E00097733
IPN0070521,Thomas Town,thomastown,-3.371269,51.746537,W00006894
IPN0070523,Thomas Town,thomastown,-1.89783,52.267601,E00159289
IPN0070522,Thomastown,thomastown,-3.436586,51.57239,W00009915
IPN0120618,Thompson,thompson,0.834868,52.532905,E00134621
IPN0070526,Thompson Cross,thompsoncross,-2.069271,53.4832,E00030508
IPN0070527,Thompson Hill,thompsonhill,-1.499022,53.473262,E00039957
IPN0070528,Thompsons Walls,thompsonswalls,-2.210071,55.567308,E00176348
IPN0070530,Thong,thong,0.403575,51.412893,E00123375
IPN0070531,Thongsbridge,thongsbridge,-1.771878,53.583665,E00056341
IPN0120622,Thoralby,thoralby,-2.005357,54.275612,E00189801
IPN0070534,Thoraldby,thoraldby,-1.24277,54.459196,E00140631
IPN0070535,Thoresby,thoresby,-1.199814,53.039162,E00142340
IPN0070536,Thoresby,thoresby,-1.043384,53.233169,E00144414
IPN0070537,Thoresby,thoresby,-1.954627,54.30848,E00141292
IPN0070538,Thoresthorpe,thoresthorpe,0.183055,53.275038,E00132604
IPN0120624,Thoresway,thoresway,-0.243184,53.453863,E00134212
IPN0120626,Thorganby,thorganby,-0.950707,53.869436,E00142150
IPN0120627,Thorganby,thorganby,-0.182673,53.462577,E00134211
IPN0070542,Thorganby Gale,thorganbygale,-0.969074,53.860337,E00142150
IPN0070543,Thorgill,thorgill,-0.912784,54.358415,E00170108
IPN0120630,Thorington,thorington,1.546077,52.312747,E00154108
IPN0070545,Thorington Street,thoringtonstreet,0.926885,51.980068,E00152407
IPN0070546,Thorlby,thorlby,-2.054269,53.971287,E00140307
IPN0070547,Thorley,thorley,-1.473241,50.697857,E00087646
IPN0070549,Thorley Street,thorleystreet,0.158272,51.850632,E00119165
IPN0070550,Thorley Street,thorleystreet,-1.465191,50.696022,E00087646
IPN0070551,Thorley Wash,thorleywash,0.156827,51.843779,E00119343
IPN0120633,Thormanby,thormanby,-1.244062,54.167547,E00140528
IPN0070553,Thorn,thorn,-0.546864,51.912082,E00177124
IPN0070554,Thorn,thorn,-3.060953,52.268632,W00002474
IPN0070557,Thornaby-on-Tees,thornabyontees,-1.299734,54.543454,E00061982
IPN0120638,Thornage,thornage,1.045486,52.884734,E00135936
IPN0070559,Thorn Bamk,thornbamk,-2.194616,53.70282,E00128821
IPN0070561,Thornborough,thornborough,-1.552986,54.212662,E00140690
IPN0070562,Thornborough,thornborough,-1.371857,52.735535,E00131782
IPN0070565,Thornbridge,thornbridge,-1.706324,53.233859,E00099126
IPN0070566,Thornbrough,thornbrough,-1.993093,54.969293,E00139865
IPN0070569,Thornbury,thornbury,-1.695734,53.804087,E00058415
IPN0070570,Thornbury,thornbury,-3.169732,52.586775,W00002348
IPN0070571,Thornbury,thornbury,-1.706931,53.800951,E00053614
IPN0070572,Thornbury,thornbury,-1.703591,53.800943,E00058429
IPN0070578,Thornby,thornby,-3.11143,54.857269,E00096691
IPN0070580,Thorncliff,thorncliff,-1.682517,53.61582,E00056411
IPN0070581,Thorncliffe,thorncliffe,-1.980242,53.123833,E00151835
IPN0070582,Thorncliffe,thorncliffe,-1.998461,53.46793,E00030646
IPN0120651,Thorncombe,thorncombe,-2.887891,50.825174,E00104140
IPN0070584,Thorncombe Street,thorncombestreet,-0.571911,51.169182,E00157382
IPN0070585,Thorncote Green,thorncotegreen,-0.317541,52.115119,E00087987
IPN0070586,Thorncross,thorncross,-1.383472,50.632936,E00087327
IPN0070588,Thorndon,thorndon,-4.100528,50.712227,E00102914
IPN0070590,Thorndon Cross,thorndoncross,-4.085018,50.723739,E00102914
IPN0070591,Thorndon Hill,thorndonhill,1.153279,52.280736,E00153360
IPN0070592,Thorndon Park,thorndonpark,0.331933,51.59731,E00108957
IPN0070595,Thorne,thorne,-4.530481,50.817644,E00095625
IPN0070596,Thorne,thorne,-4.448334,50.76723,E00095839
IPN0070597,Thorne,thorne,1.350074,51.334455,E00125389
IPN0070602,Thorne Coffin,thornecoffin,-2.67841,50.957145,E00186574
IPN0070603,Thornecroft,thornecroft,-3.7332,50.488476,E00102082
IPN0070604,Thorne Moor,thornemoor,-4.28371,50.680854,E00102756
IPN0070605,Thornend,thornend,-2.038438,51.504748,E00162666
IPN0120661,Thorner,thorner,-1.426086,53.858719,E00056974
IPN0070608,Thornes,thornes,-1.891376,52.629091,E00150433
IPN0070609,Thornes,thornes,-1.504733,53.668338,E00060030
IPN0070610,Thornes Common,thornescommon,-1.516388,53.668296,E00060044
IPN0070611,Thorness Farm,thornessfarm,-1.358403,50.729386,E00087335
IPN0070612,Thorne St Margaret,thornestmargaret,-3.288638,50.981773,E00149108
IPN0070614,Thorney,thorney,-0.493562,51.505241,E00089950
IPN0070615,Thorney,thorney,-2.818202,51.00418,E00148555
IPN0070618,Thorneyburn,thorneyburn,-2.368458,55.173893,E00140010
IPN0070619,Thorney Close,thorneyclose,-1.432558,54.885113,E00044816
IPN0070620,Thorney Green,thorneygreen,1.022725,52.198173,E00153324
IPN0070621,Thorney Hill,thorneyhill,-1.721601,50.79278,E00116843
IPN0070622,Thorney Holme,thorneyholme,-2.253106,53.857308,E00127933
IPN0070624,Thorney Island,thorneyisland,-0.925927,50.823779,E00166601
IPN0070625,Thorney Moor,thorneymoor,-2.735547,54.994928,E00097178
IPN0070626,Thorney Moor,thorneymoor,-0.712222,53.234905,E00144284
IPN0070627,Thorney Toll,thorneytoll,-0.019915,52.616727,E00091281
IPN0070628,Thorneywood,thorneywood,-1.113911,52.973378,E00143484
IPN0120669,Thornfalcon,thornfalcon,-3.026599,51.008416,E00149149
IPN0120671,Thornford,thornford,-2.565424,50.915509,E00103915
IPN0070632,Thorngrafton,thorngrafton,-2.337488,54.983114,E00139874
IPN0070633,Thorngrove,thorngrove,-2.909203,51.087858,E00148413
IPN0120674,Thorngumbald,thorngumbald,-0.171413,53.720943,E00066107
IPN0070637,Thornham,thornham,-3.909628,50.371038,E00102085
IPN0070639,Thornham Fold,thornhamfold,-2.154779,53.579288,E00028029
IPN0120679,Thornham Magna,thornhammagna,1.084756,52.294248,E00153176
IPN0120681,Thornham Parva,thornhamparva,1.091098,52.312429,E00153176
IPN0120683,Thornhaugh,thornhaugh,-0.426018,52.591909,E00079036
IPN0070647,Thorn Hill,thornhill,-1.364748,53.43523,E00039087
IPN0070648,Thorn Hill,thornhill,-0.746045,51.256787,E00117589
IPN0070650,Thorn Hill,thornhill,-2.637232,53.571848,E00032315
IPN0070644,Thornhill,thornhill,-3.21647,51.554107,W00007448
IPN0120687,Thornhill,thornhill,-3.192804,51.541563,W00009267
IPN0070645,Thornhill,thornhill,-3.523898,54.466493,E00097339
IPN0070646,Thornhill,thornhill,-2.370104,50.93263,E00103546
IPN0120690,Thornhill,thornhill,-1.70525,53.348708,E00099867
IPN0120691,Thornhill,thornhill,-1.617389,53.663133,E00056705
IPN0070649,Thornhill,thornhill,-1.331249,50.907714,E00086707
IPN0120695,Thornhill,thornhill,-3.051244,51.658012,W00008019
IPN0070651,Thornhill,thornhill,-1.883992,51.501909,E00163000
IPN0070653,Thornhill Bridge,thornhillbridge,-1.781812,53.707813,E00054841
IPN0070654,Thornhill Briggs,thornhillbriggs,-1.781813,53.707723,E00054841
IPN0070655,Thornhill Edge,thornhilledge,-1.627714,53.659256,E00056715
IPN0070656,Thornhill Head,thornhillhead,-4.257127,50.925607,E00102882
IPN0070657,Thornhill Lees,thornhilllees,-1.633634,53.674554,E00056730
IPN0070658,Thornhill Park,thornhillpark,-1.337109,50.912721,E00086693
IPN0070659,Thornhills,thornhills,-1.7721,53.710941,E00054814
IPN0070660,Thornholme,thornholme,-0.300313,54.058938,E00065509
IPN0070661,Thornicombe,thornicombe,-2.188384,50.827761,E00103661
IPN0070663,Thornington,thornington,-2.188001,55.59448,E00176348
IPN0070664,Thornlaw,thornlaw,-1.445467,54.750911,E00105485
IPN0070666,Thornley,thornley,-1.818287,54.729216,E00106056
IPN0070668,Thornley Gate,thornleygate,-2.265893,54.900948,E00139839
IPN0070669,Thornley Park,thornleypark,-2.144512,53.447169,E00030354
IPN0070673,Thorns,thorns,0.548322,52.168822,E00153713
IPN0070674,Thorns Beach,thornsbeach,-1.442205,50.765744,E00116852
IPN0070675,Thornsett,thornsett,-1.983281,53.378221,E00099954
IPN0070676,Thorns Green,thornsgreen,-2.31623,53.353318,E00094117
IPN0070677,Thornship,thornship,-2.685132,54.520713,E00097730
IPN0070678,Thornthwaite,thornthwaite,-3.200937,54.6187,E00096488
IPN0070679,Thornthwaite,thornthwaite,-3.13532,54.764929,E00096438
IPN0070682,Thornton,thornton,-1.848015,53.792045,E00054471
IPN0070683,Thornton,thornton,-0.137195,53.192331,E00132398
IPN0070684,Thornton,thornton,-1.315341,52.66546,E00131308
IPN0070685,Thornton,thornton,-2.081949,55.720841,E00139353
IPN0070686,Thornton,thornton,-5.040299,51.730574,W00003077
IPN0070687,Thornton,thornton,-2.982538,53.874675,E00129889
IPN0070695,Thornton Abbey,thorntonabbey,-0.3083,53.654625,E00067160
IPN0120715,Thornton Curtis,thorntoncurtis,-0.360272,53.645073,E00067160
IPN0070701,Thornton Green,thorntongreen,-2.834142,53.256023,E00092494
IPN0070703,Thornton Heath,thorntonheath,-0.110565,51.39349,E00005862
IPN0070705,Thornton Hough,thorntonhough,-3.044846,53.321333,E00036194
IPN0070708,Thornton in Lonsdale,thorntoninlonsdale,-2.483442,54.157553,E00140346
IPN0120726,Thornton-le-Beans,thorntonlebeans,-1.392034,54.308071,E00140718
IPN0120728,Thornton-le-Clay,thorntonleclay,-0.954091,54.077312,E00141606
IPN0070714,Thornton-le-Dale,thorntonledale,-0.717325,54.235426,E00141622
IPN0070718,Thornton le Moor,thorntonlemoor,-0.415316,53.451847,E00134093
IPN0120734,Thornton-le-Moor,thorntonlemoor,-1.396869,54.288502,E00140719
IPN0120736,Thornton-le-Moors,thorntonlemoors,-2.838747,53.264629,E00092494
IPN0120738,Thornton-le-Street,thorntonlestreet,-1.366224,54.270325,E00140719
IPN0070722,Thornton Lodge,thorntonlodge,-1.797295,53.63845,E00055877
IPN0120741,Thornton Rust,thorntonrust,-2.045108,54.295924,E00141285
IPN0070693,Thornton (Stainton and Thornton),thorntonstaintonandthornton,-1.262383,54.514563,E00060961
IPN0120743,Thornton Steward,thorntonsteward,-1.730317,54.27922,E00141368
IPN0120745,Thornton Watlass,thorntonwatlass,-1.640077,54.266169,E00140485
IPN0070729,Thornwood,thornwood,0.131002,51.7282,E00110548
IPN0070731,Thornwood Common,thornwoodcommon,0.125647,51.722092,E00110548
IPN0070732,Thornycroft,thornycroft,-2.204489,53.23809,E00093861
IPN0070733,Thornyhaugh,thornyhaugh,-1.833565,55.28091,E00139244
IPN0120751,Thoroton,thoroton,-0.865837,52.972834,E00144774
IPN0070737,Thorp,thorp,-1.668077,53.336233,E00099238
IPN0070738,Thorp,thorp,-2.135108,53.567806,E00027291
IPN0120755,Thorp Arch,thorparch,-1.34207,53.907966,E00059008
IPN0070741,Thorp Clough,thorpclough,-2.129811,53.564037,E00027322
IPN0070742,Thorpe,thorpe,-1.726918,53.832816,E00053933
IPN0070743,Thorpe,thorpe,-0.045067,53.377766,E00132304
IPN0070744,Thorpe,thorpe,0.247186,53.314359,E00185463
IPN0070745,Thorpe,thorpe,-0.849441,53.759296,E00065681
IPN0070746,Thorpe,thorpe,-0.487233,53.910063,E00065190
IPN0070747,Thorpe,thorpe,-2.866777,54.671882,E00097610
IPN0070748,Thorpe,thorpe,-2.777636,54.632494,E00097608
IPN0070749,Thorpe,thorpe,-0.531914,51.410318,E00156494
IPN0070750,Thorpe,thorpe,1.587737,52.52809,E00137047
IPN0070757,Thorpe Abbotts,thorpeabbotts,1.224398,52.369473,E00137001
IPN0070759,Thorpe Acre,thorpeacre,-1.238723,52.775524,E00130381
IPN0070760,Thorpe Acre Road,thorpeacreroad,-1.235772,52.776449,E00130395
IPN0070761,Thorpe Arnold,thorpearnold,-0.855874,52.774113,E00131492
IPN0070762,Thorpe Astley,thorpeastley,-1.195823,52.618464,E00130237
IPN0120765,Thorpe Audlin,thorpeaudlin,-1.282968,53.638704,E00059816
IPN0120768,Thorpe Bassett,thorpebassett,-0.681559,54.146353,E00141585
IPN0070766,Thorpe Bay,thorpebay,0.76298,51.535425,E00080357
IPN0070767,Thorpe Bulmer,thorpebulmer,-1.289001,54.716034,E00060316
IPN0070770,Thorpe Common,thorpecommon,1.295412,51.990381,E00154089
IPN0070769,Thorpe Common,thorpecommon,-1.432253,53.452649,E00039544
IPN0120771,Thorpe Constantine,thorpeconstantine,-1.616634,52.674333,E00150394
IPN0070772,Thorpe Cross,thorpecross,1.187558,51.851071,E00111606
IPN0070773,Thorpe Culvert,thorpeculvert,0.199235,53.123208,E00132227
IPN0070774,Thorpe Edge,thorpeedge,-1.721774,53.829389,E00053903
IPN0070776,Thorpe End,thorpeend,1.375446,52.650005,E00134892
IPN0070777,Thorpe Fendykes,thorpefendykes,0.168602,53.120974,E00132227
IPN0070778,Thorpefield,thorpefield,-1.358608,54.207982,E00140732
IPN0070779,Thorpe Gate Estate,thorpegateestate,-1.289392,53.63449,E00059817
IPN0070780,Thorpe Green,thorpegreen,0.822839,52.154924,E00152417
IPN0070781,Thorpe Green,thorpegreen,-2.621115,53.708559,E00126493
IPN0070782,Thorpe Green,thorpegreen,-1.736813,53.635726,E00055464
IPN0070783,Thorpe Green,thorpegreen,-0.546507,51.403576,E00156500
IPN0070784,Thorpe Green,thorpegreen,-0.549846,54.43001,E00141781
IPN0070785,Thorpe Hamlet,thorpehamlet,1.31013,52.631074,E00136548
IPN0070789,Thorpe Hesley,thorpehesley,-1.4411,53.460124,E00039542
IPN0070790,Thorpe House,thorpehouse,-1.468205,53.347195,E00039625
IPN0120780,Thorpe in Balne,thorpeinbalne,-1.105693,53.586805,E00037978
IPN0120784,Thorpe in the Glebe,thorpeintheglebe,-1.102673,52.829898,E00144832
IPN0120786,Thorpe Langton,thorpelangton,-0.908656,52.525642,E00130836
IPN0070795,Thorpe Larches,thorpelarches,-1.401593,54.626422,E00105705
IPN0070796,Thorpe Latimer,thorpelatimer,-0.313091,52.943942,E00133043
IPN0070797,Thorpe Lea,thorpelea,-0.528516,51.426552,E00156488
IPN0070798,Thorpe le Fallows,thorpelefallows,-0.62928,53.314878,E00134126
IPN0120788,Thorpe-le-Soken,thorpelesoken,1.164921,51.856306,E00111611
IPN0070801,Thorpe le Street,thorpelestreet,-0.725359,53.884333,E00066208
IPN0070802,Thorpe Lubenham Hall,thorpelubenhamhall,-0.968383,52.472801,E00137456
IPN0120791,Thorpe Malsor,thorpemalsor,-0.771884,52.402235,E00137959
IPN0070804,Thorpe Maltings,thorpemaltings,1.159714,51.848756,E00111606
IPN0120793,Thorpe Mandeville,thorpemandeville,-1.22398,52.100212,E00138914
IPN0120795,Thorpe Market,thorpemarket,1.327498,52.877655,E00136091
IPN0070807,Thorpe Marriot,thorpemarriot,1.211985,52.686543,E00134756
IPN0120797,Thorpe Morieux,thorpemorieux,0.83657,52.145061,E00152417
IPN0070810,Thorpeness,thorpeness,1.611757,52.182315,E00153735
IPN0120801,Thorpe on the Hill,thorpeonthehill,-0.649494,53.183734,E00133028
IPN0070812,Thorpe-on-the-Hill,thorpeonthehill,-1.526964,53.737548,E00165691
IPN0070814,Thorpe Perrow,thorpeperrow,-1.598485,54.2645,E00140483
IPN0070815,Thorpe Row,thorperow,0.911804,52.642441,E00134420
IPN0120805,Thorpe Salvin,thorpesalvin,-1.216752,53.323607,E00039247
IPN0070818,Thorpe Satchville,thorpesatchville,-0.912613,52.69823,E00131485
IPN0070819,Thorpe St Andrew,thorpestandrew,1.343559,52.63446,E00135004
IPN0070825,Thorpe St Peter,thorpestpeter,0.216005,53.123508,E00132227
IPN0070827,Thorpe Street,thorpestreet,0.966834,52.358598,E00153248
IPN0070828,Thorpe Thewles,thorpethewles,-1.379987,54.602848,E00061993
IPN0070829,Thorpe Tilney,thorpetilney,-0.330203,53.098459,E00133092
IPN0070830,Thorpe Underwood,thorpeunderwood,-0.847059,52.422412,E00137954
IPN0070831,"Underwood, Thorpe",thorpeunderwood,-0.847052,52.422682,E00137954
IPN0070833,Thorpe Waterville,thorpewaterville,-0.497078,52.421628,E00172233
IPN0120819,Thorpe Willoughby,thorpewilloughby,-1.126452,53.774021,E00142113
IPN0070837,Thorpland,thorpland,0.387021,52.648158,E00135391
IPN0070838,Thorpland,thorpland,0.917848,52.854973,E00136218
IPN0070839,Thorplands,thorplands,-0.839438,52.271777,E00138609
IPN0120823,Thorrington,thorrington,1.040404,51.84111,E00112048
IPN0120828,Thorverton,thorverton,-3.528704,50.808105,E00101473
IPN0070846,Thoulstone,thoulstone,-2.23357,51.231978,E00163480
IPN0070847,Thrales End,thralesend,-0.376138,51.832429,E00088655
IPN0120831,Thrandeston,thrandeston,1.100978,52.34542,E00153237
IPN0120833,Thrapston,thrapston,-0.538027,52.396949,E00172248
IPN0070855,Threapland,threapland,-2.022872,54.041106,E00140266
IPN0070857,Threapwood,threapwood,-1.942622,52.982959,E00151761
IPN0070859,Threapwood Lodge,threapwoodlodge,-1.944853,52.985657,E00151761
IPN0070860,Three Ashes,threeashes,-2.409923,51.942276,E00113199
IPN0070861,Three Ashes,threeashes,-2.707856,51.904808,E00070936
IPN0070862,Three Ashes,threeashes,-2.500505,51.215135,E00147803
IPN0070864,Three Bridges,threebridges,-0.163756,51.123646,E00161156
IPN0070865,Three Bridges,threebridges,0.160902,53.371606,E00132500
IPN0070867,Three Bridges,threebridges,-3.169881,50.995343,E00149070
IPN0070866,Three Bridges,threebridges,-3.111689,54.189937,E00098072
IPN0070869,Three Burrows,threeburrows,-5.160661,50.27583,E00095014
IPN0070870,Three Chimneys,threechimneys,0.610523,51.117336,E00121752
IPN0070871,Three Cocked Hat,threecockedhat,1.563711,52.510054,E00137051
IPN0070872,Three Cross,threecross,-5.250914,50.131377,E00095554
IPN0070875,Three Crosses,threecrosses,-2.577093,51.920806,E00071008
IPN0070876,Three Crosses,threecrosses,-4.067318,51.628709,W00004142
IPN0070878,Three Cups Corner,threecupscorner,0.327361,50.957236,E00107636
IPN0070880,Three Fingers,threefingers,-2.810328,52.969424,W00001860
IPN0070882,Three Gates,threegates,-2.524338,50.867113,E00166100
IPN0070881,Three Gates,threegates,-2.469492,52.254754,E00164311
