type,zone_id,OA,sibling,parent
PAR,E04007974,E00144770,E04007979,E10000024
PAR,E04007986,E00144729,E04007999,E10000024
PAR,E04008001,E00144773,E04007975,E10000024
PAR,E04008002,E00144773,E04007975,E10000024
PAR,E04008007,E00144832,E04008017,E10000024
PAR,E04008009,E00144813,E04007967,E10000024
PAR,E04008016,E00144813,E04007967,E10000024
PAR,E04008046,E00145137,E04008085,E10000025
PAR,E04008050,E00145130,E04008036,E10000025
PAR,E04008062,E00145231,E04008070,E10000025
PAR,E04008068,E00169035,E04008066,E10000025
PAR,E04008074,E00145116,E04008037,E10000025
PAR,E04008100,E00146073,E04008160,E10000025
PAR,E04008117,E00145681,E04008169,E10000025
PAR,E04008124,E00185848,E04008150,E10000025
PAR,E04008144,E00145729,E04012486,E10000025
PAR,E04008167,E00146073,E04008160,E10000025
PAR,E04008180,E00146073,E04008160,E10000025
PAR,E04008184,E00145871,E04008126,E10000025
PAR,E04008202,E00146247,E04008253,E10000025
PAR,E04008219,E00146426,E04008242,E10000025
PAR,E04008231,E00146317,E04008213,E10000025
PAR,E04008235,E00146370,E04008198,E10000025
PAR,E04008273,E00146573,E04012212,E10000025
PAR,E04008279,E00146662,E04008272,E10000025
PAR,E04008286,E00146677,E04008266,E10000025
PAR,E04008291,E00146704,E04008302,E10000025
PAR,E04008292,E00146493,E04008307,E10000025
PAR,E04008296,E00146692,E04008259,E10000025
PAR,E04008297,E00146670,E04008308,E10000025
PAR,E04008298,E00146491,E04008265,E10000025
PAR,E04008300,E00146493,E04008307,E10000025
PAR,E04008317,E00146710,E04008331,E10000025
PAR,E04008320,E00146571,E04008275,E10000025
PAR,E04008332,E00169105,E04012210,E10000025
PAR,E04008333,E00146722,E04008338,E10000025
PAR,E04008334,E00146491,E04008265,E10000025
PAR,E04008573,E00147830,E04008559,E10000027
PAR,E04008584,E00147972,E04008593,E10000027
PAR,E04008630,E00148373,E04008635,E10000027
PAR,E04008657,E00148583,E04008736,E10000027
PAR,E04008679,E00148899,E04008718,E10000027
PAR,E04008681,E00148746,E04013157,E10000027
PAR,E04008689,E00148901,E04008720,E10000027
PAR,E04008691,E00148901,E04008720,E10000027
PAR,E04008694,E00148689,E04008705,E10000027
PAR,E04008763,E00148903,E04008767,E10000027
PAR,E04008780,E00167311,E04008793,E10000027
PAR,E04008817,E00149100,E04008800,E10000027
PAR,E04008831,E00149417,E04008842,E10000027
PAR,E04008837,E00149416,E04008827,E10000027
PAR,E04008855,E00149418,E04008861,E10000027
PAR,E04008858,E00149487,E04008841,E10000027
PAR,E04008860,E00149469,E04008845,E10000027
PAR,E04008896,E00150138,E04008905,E10000028
PAR,E04008906,E00149993,E04008879,E10000028
PAR,E04008938,E00150393,E04008918,E10000028
PAR,E04009026,E00172337,E04009063,E10000028
PAR,E04009047,E00172337,E04009063,E10000028
PAR,E04009082,E00152410,E04009102,E10000029
PAR,E04009096,E00152381,E04009120,E10000029
PAR,E04009123,E00152265,E04009073,E10000029
PAR,E04009132,E00152243,E04009098,E10000029
PAR,E04009134,E00152402,E04009133,E10000029
PAR,E04009166,E00153139,E04009192,E10000029
PAR,E04009167,E00153199,E04009242,E10000029
PAR,E04009179,E00153358,E04009250,E10000029
PAR,E04009203,E00153092,E04009236,E10000029
PAR,E04009219,E00153097,E04009221,E10000029
PAR,E04009224,E00153263,E04012739,E10000029
PAR,E04009246,E00153373,E04009176,E10000029
PAR,E04009249,E00153373,E04009176,E10000029
PAR,E04009260,E00173699,E04009182,E10000029
PAR,E04009263,E00153176,E04009262,E10000029
PAR,E04009277,E00153106,E04009232,E10000029
PAR,E04009285,E00153621,E04009336,E10000029
PAR,E04009327,E00153548,E04009325,E10000029
PAR,E04009330,E00153564,E04009329,E10000029
PAR,E04009332,E00183320,E04009324,E10000029
PAR,E04009335,E00153717,E04009312,E10000029
PAR,E04009355,E00153621,E04009336,E10000029
PAR,E04009363,E00153632,E04009358,E10000029
PAR,E04009378,E00153974,E04009406,E10000029
PAR,E04009383,E00173879,E04009385,E10000029
PAR,E04009388,E00173879,E04009385,E10000029
PAR,E04009390,E00187867,E04009387,E10000029
PAR,E04009394,E00153856,E04009412,E10000029
PAR,E04009397,E00153999,E04009373,E10000029
PAR,E04009399,E00154133,E04009477,E10000029
PAR,E04009409,E00153991,E04009440,E10000029
PAR,E04009415,E00153978,E04009439,E10000029
PAR,E04009427,E00153744,E04009418,E10000029
PAR,E04009430,E00154008,E04009429,E10000029
PAR,E04009453,E00154079,E04009447,E10000029
PAR,E04009458,E00153975,E04009428,E10000029
PAR,E04009464,E00154108,E04009375,E10000029
PAR,E04009469,E00154006,E04009416,E10000029
PAR,E04009474,E00173879,E04009385,E10000029
PAR,E04009488,E00154173,E04009526,E10000029
PAR,E04009493,E00154531,E04009486,E10000029
PAR,E04009494,E00154488,E04009534,E10000029
PAR,E04009512,E00154534,E04009500,E10000029
PAR,E04009516,E00154476,E04009518,E10000029
PAR,E04009519,E00154473,E04009514,E10000029
PAR,E04009521,E00154469,E04009482,E10000029
PAR,E04009522,E00154469,E04009482,E10000029
PAR,E04009528,E00154531,E04009486,E10000029
PAR,E04009646,E00158175,E04009641,E10000031
PAR,E04009649,E00158115,E04009634,E10000031
PAR,E04009671,E00158947,E04009699,E10000031
PAR,E04009678,E00158849,E04009667,E10000031
PAR,E04009689,E00186843,E04009666,E10000031
PAR,E04009694,E00158830,E04009693,E10000031
PAR,E04009705,E00159125,E04009769,E10000031
PAR,E04009708,E00159107,E04009752,E10000031
PAR,E04009712,E00158978,E04012356,E10000031
PAR,E04009716,E00159014,E04009792,E10000031
PAR,E04009719,E00159085,E04013111,E10000031
PAR,E04009720,E00159049,E04009809,E10000031
PAR,E04009727,E00159323,E04009794,E10000031
PAR,E04009734,E00159157,E04009739,E10000031
PAR,E04009743,E00159049,E04009809,E10000031
PAR,E04009745,E00159015,E04009744,E10000031
PAR,E04009753,E00172277,E04009737,E10000031
PAR,E04009760,E00172288,E04009763,E10000031
PAR,E04009773,E00159049,E04009809,E10000031
PAR,E04009782,E00172288,E04009763,E10000031
PAR,E04009784,E00159049,E04009809,E10000031
PAR,E04009797,E00159185,E04009761,E10000031
PAR,E04009799,E00159049,E04009809,E10000031
PAR,E04009823,E00159507,E04009835,E10000031
PAR,E04009825,E00159494,E04009839,E10000031
PAR,E04009876,E00160070,E04009865,E10000032
PAR,E04009881,E00166610,E04009932,E10000032
PAR,E04009883,E00166610,E04009932,E10000032
PAR,E04009911,E00160757,E04009918,E10000032
PAR,E04009916,E00160676,E04009891,E10000032
PAR,E04009930,E00160727,E04009903,E10000032
PAR,E04009936,E00160522,E04009895,E10000032
PAR,E04009994,E00162004,E04009993,E10000032
PAR,E04010297,E00164202,E04010337,E10000034
PAR,E04010313,E00164244,E04010350,E10000034
PAR,E04010323,E00164135,E04010315,E10000034
PAR,E04010333,E00164239,E04010310,E10000034
PAR,E04010340,E00164308,E04010295,E10000034
PAR,E04010354,E00165224,E04010428,E10000034
PAR,E04010362,E00165207,E04010423,E10000034
PAR,E04010365,E00165337,E04010432,E10000034
PAR,E04010374,E00165337,E04010432,E10000034
PAR,E04010377,E00165320,E04010422,E10000034
PAR,E04010383,E00165333,E04010409,E10000034
PAR,E04010384,E00165275,E04010421,E10000034
PAR,E04010413,E00165119,E04010389,E10000034
PAR,E04010416,E00165334,E04010412,E10000034
PAR,E04010419,E00164978,E04010406,E10000034
PAR,E04010440,E00181283,E04010429,E10000034
PAR,E04010501,E00103722,E04010502,E06100059
PAR,E04010504,E00103730,E04003406,E06100059
PAR,E04010508,E00137378,E04013020,E06100062
PAR,E04010512,E00137481,E04006691,E06100062
PAR,E04010560,E00153228,E04009210,E10000029
PAR,E04010563,E00153134,E04010541,E10000029
PAR,E04010592,E00105847,E04010684,E06100047
PAR,E04010597,E00105888,E04010644,E06100047
PAR,E04010609,E00105908,E04010697,E06100047
PAR,E04010623,E00105885,E04010604,E06100047
PAR,E04010633,E00105884,E04010600,E06100047
PAR,E04010641,E00105890,E04010657,E06100047
PAR,E04010645,E00105904,E04010660,E06100047
PAR,E04010646,E00105847,E04010684,E06100047
PAR,E04010651,E00105848,E04010722,E06100047
PAR,E04010668,E00105888,E04010644,E06100047
PAR,E04010671,E00105408,E04010689,E06100047
PAR,E04010675,E00105849,E04010590,E06100047
PAR,E04010679,E00105907,E04010656,E06100047
PAR,E04010680,E00105885,E04010604,E06100047
PAR,E04010707,E00105888,E04010644,E06100047
PAR,E04010711,E00105918,E04010713,E06100047
PAR,E04010720,E00106108,E04010719,E06100047
PAR,E04010723,E00104958,E04010602,E06100047
PAR,E04010724,E00105887,E04010694,E06100047
PAR,E04010728,E00139328,E04010816,E06100057
PAR,E04010739,E00140013,E04010817,E06100057
PAR,E04010746,E00139236,E04010733,E06100057
PAR,E04010750,E00176348,E04010815,E06100057
PAR,E04010760,E00139304,E04010745,E06100057
PAR,E04010771,E00139306,E04010812,E06100057
PAR,E04010788,E00140010,E04010867,E06100057
PAR,E04010803,E00139255,E04010807,E06100057
PAR,E04010832,E00139332,E04010781,E06100057
PAR,E04010855,E00139306,E04010812,E06100057
PAR,E04010907,E00094153,E04011017,E06100049
PAR,E04010922,E00093426,E04010909,E06100049
PAR,E04010932,E00093064,E04010900,E06100049
PAR,E04010937,E00093427,E04010914,E06100049
PAR,E04010940,E00093262,E04010908,E06100049
PAR,E04010961,E00093426,E04010909,E06100049
PAR,E04010964,E00094151,E04010969,E06100049
PAR,E04010989,E00094153,E04011017,E06100049
PAR,E04010993,E00093254,E04010898,E06100049
PAR,E04010998,E00093269,E04010988,E06100049
PAR,E04011000,E00094122,E04011016,E06100049
PAR,E04011011,E00093070,E04010958,E06100049
PAR,E04011026,E00093421,E04010968,E06100049
PAR,E04011033,E00092601,E04012588,E06100050
PAR,E04011034,E00092688,E04011075,E06100050
PAR,E04011046,E00092689,E04011171,E06100050
PAR,E04011062,E00092440,E43000272,E06100050
PAR,E04011063,E00092601,E04012588,E06100050
PAR,E04011064,E00092587,E04012588,E06100050
PAR,E04011066,E00092674,E04011107,E06100050
PAR,E04011080,E00092493,E04012983,E06100050
PAR,E04011110,E00092690,E04011052,E06100050
PAR,E04011189,E00092601,E04012588,E06100050
PAR,E04011206,E00147666,E04011345,E06100051
PAR,E04011211,E00146935,E04011199,E06100051
PAR,E04011218,E00147657,E04011289,E06100051
PAR,E04011227,E00146910,E04011264,E06100051
PAR,E04011234,E00146896,E04011248,E06100051
PAR,E04011242,E00147479,E04011295,E06100051
PAR,E04011254,E00147707,E04011312,E06100051
PAR,E04011261,E00146917,E04011315,E06100051
PAR,E04011266,E00146950,E04011364,E06100051
PAR,E04011268,E00147719,E04011310,E06100051
PAR,E04011274,E00146917,E04011315,E06100051
PAR,E04011285,E00147694,E04011328,E06100051
PAR,E04011288,E00147652,E04011367,E06100051
PAR,E04011292,E00147479,E04011295,E06100051
PAR,E04011316,E00147703,E04011330,E06100051
PAR,E04011327,E00147648,E04011381,E06100051
PAR,E04011331,E00146900,E04011210,E06100051
PAR,E04011338,E00147002,E04011253,E06100051
PAR,E04011347,E00147478,E04011273,E06100051
PAR,E04011354,E00147580,E04011259,E06100051
PAR,E04011359,E00147770,E04011287,E06100051
PAR,E04011360,E00146979,E04011369,E06100051
PAR,E04011376,E00146935,E04011199,E06100051
PAR,E04011390,E00147691,E04011277,E06100051
PAR,E04011394,E00147483,E04011361,E06100051
PAR,E04011468,E00095808,E04011558,E06100052
PAR,E04011571,E00096212,E04011552,E06100052
PAR,E04011573,E00095933,E04013068,E06100052
PAR,E04011594,E00095798,E04011595,E06100052
PAR,E04011597,E00095803,E04011435,E06100052
PAR,E04011622,E00163150,E04011633,E06100054
PAR,E04011631,E00162634,E04011865,E06100054
PAR,E04011634,E00163228,E04011717,E06100054
PAR,E04011644,E00162973,E04011800,E06100054
PAR,E04011648,E00163628,E04011744,E06100054
PAR,E04011659,E00162591,E04011729,E06100054
PAR,E04011665,E00162614,E04011858,E06100054
PAR,E04011678,E00162587,E04011836,E06100054
PAR,E04011703,E00162629,E04011627,E06100054
PAR,E04011707,E00162985,E04011787,E06100054
PAR,E04011736,E00163258,E04011669,E06100054
PAR,E04011747,E00163602,E04011732,E06100054
PAR,E04011813,E00163596,E04011641,E06100054
PAR,E04011830,E00163145,E04011637,E06100054
PAR,E04011930,E00088127,E04011971,E06100056
PAR,E04011944,E00087996,E04011942,E06100056
PAR,E04011948,E00088014,E04011992,E06100056
PAR,E04011975,E00088127,E04011971,E06100056
PAR,E04012066,E00188256,E04012069,E06100004
PAR,E04012183,E00084744,E04001266,E06100042
PAR,E04012202,E00110722,E04012201,E10000012
PAR,E04012242,E00140326,E04012243,E10000023
PAR,E04012277,E00153101,E04012276,E10000029
PAR,E04012294,E00134748,E04006234,E10000020
PAR,E04012349,E00140437,E04007065,E10000023
PAR,E04012497,E00145918,E04008185,E10000025
PAR,E04012518,E00141386,E04012519,E10000023
PAR,E04012533,E00092693,E04012532,E06100050
PAR,E04012540,E00092674,E04011107,E06100050
PAR,E04012547,E00092611,E04011059,E06100050
PAR,E04012562,E00092599,E04012588,E06100050
PAR,E04012649,E00062212,E04000311,E06100005
PAR,E04012729,E00096400,E04012730,E06100053
PAR,E04012878,E00070740,E04012879,E06100019
PAR,E04012960,E00097617,E04012961,E10000006
PAR,E04013037,E00189015,E04013036,E06100061
PAR,E04013101,E00187078,E43000276,E08100035
PAR,E04013118,E00178393,E04013117,E06100060
PAR,E04013137,E00139075,E04006885,E06100061
